Recall,Precision
1.0,0.29043168669336894
1.0,0.2904403038215049
1.0,0.29044892146099754
1.0,0.29045753961189247
1.0,0.29046615827423516
1.0,0.2904747774480712
1.0,0.2904833971334461
1.0,0.29049201733040536
1.0,0.29050063803899456
1.0,0.29050925925925924
1.0,0.290517880991245
1.0,0.29052650323499735
1.0,0.29053512599056186
1.0,0.2905437492579841
1.0,0.2905523730373097
1.0,0.29056099732858415
1.0,0.2905696221318531
1.0,0.2905782474471622
1.0,0.29058687327455696
1.0,0.290595499614083
1.0,0.290604126465786
1.0,0.2906127538297114
1.0,0.29062138170590507
1.0,0.29063001009441247
1.0,0.29063863899527925
1.0,0.2906472684085511
1.0,0.2906558983342736
1.0,0.29066452877249244
1.0,0.29067315972325325
1.0,0.29068179118660176
1.0,0.29069042316258353
1.0,0.29069905565124426
1.0,0.2907076886526297
1.0,0.29071632216678545
1.0,0.29072495619375727
1.0,0.29073359073359073
1.0,0.29074222578633163
1.0,0.29075086135202566
0.9998978445193585,0.2907297947545074
0.9998978445193585,0.2907384304639696
0.9998978445193585,0.2907470666864696
0.9998978445193585,0.29075570342205326
0.9998978445193585,0.2907643406707661
0.9998978445193585,0.29077297843265404
0.9998978445193585,0.2907816167077627
0.9998978445193585,0.29079025549613785
0.9998978445193585,0.2907988947978252
0.9998978445193585,0.2908075346128706
0.9998978445193585,0.2908161749413198
0.9998978445193585,0.29082481578321845
0.9998978445193585,0.2908334571386124
0.9998978445193585,0.29084209900754737
0.9998978445193585,0.2908507413900692
0.9998978445193585,0.2908593842862237
0.9998978445193585,0.2908680276960566
0.9998978445193585,0.29087667161961367
0.9998978445193585,0.2908853160569408
0.9998978445193585,0.2908939610080837
0.9998978445193585,0.29090260647308824
0.9998978445193585,0.2909112524520002
0.9998978445193585,0.29091989894486553
0.9998978445193585,0.2909285459517299
0.9998978445193585,0.2909371934726392
0.9998978445193585,0.29094584150763925
0.9998978445193585,0.290954490056776
0.9998978445193585,0.29096313912009514
0.9998978445193585,0.2909717886976426
0.9998978445193585,0.2909804387894643
0.9998978445193585,0.290989089395606
0.9998978445193585,0.2909977405161137
0.9998978445193585,0.29100639215103313
0.9998978445193585,0.2910150443004103
0.9998978445193585,0.29102369696429103
0.9998978445193585,0.2910323501427212
0.9998978445193585,0.29104100383574677
0.9998978445193585,0.2910496580434136
0.9998978445193585,0.29105831276576766
0.9998978445193585,0.29106696800285475
0.9998978445193585,0.2910756237547209
0.9998978445193585,0.291084280021412
0.9998978445193585,0.291092936802974
0.9998978445193585,0.2911015940994528
0.9998978445193585,0.29111025191089435
0.9998978445193585,0.2911189102373446
0.9998978445193585,0.2911275690788495
0.9998978445193585,0.2911362284354551
0.9998978445193585,0.29114488830720725
0.9998978445193585,0.29115354869415194
0.9998978445193585,0.2911622095963352
0.9998978445193585,0.29117087101380296
0.9998978445193585,0.2911795329466012
0.9998978445193585,0.291188195394776
0.9998978445193585,0.2911968583583732
0.9998978445193585,0.29120552183743903
0.9998978445193585,0.2912141858320193
0.9998978445193585,0.29122285034216006
0.9998978445193585,0.2912315153679074
0.9998978445193585,0.2912401809093073
0.9998978445193585,0.2912488469664058
0.9998978445193585,0.29125751353924895
0.9998978445193585,0.29126618062788273
0.9998978445193585,0.2912748482323533
0.9998978445193585,0.2912835163527066
0.9998978445193585,0.29129218498898873
0.9998978445193585,0.2913008541412458
0.9998978445193585,0.2913095238095238
0.9998978445193585,0.2913181939938689
0.9998978445193585,0.29132686469432706
0.9998978445193585,0.2913355359109444
0.9998978445193585,0.2913442076437671
0.9998978445193585,0.2913528798928412
0.9998978445193585,0.2913615526582128
0.9998978445193585,0.29137022593992795
0.9998978445193585,0.2913788997380329
0.9998978445193585,0.2913875740525736
0.9998978445193585,0.29139624888359633
0.9998978445193585,0.2914049242311471
0.9998978445193585,0.2914136000952721
0.9998978445193585,0.2914222764760175
0.9998978445193585,0.2914309533734294
0.9998978445193585,0.29143963078755397
0.9998978445193585,0.29144830871843735
0.9998978445193585,0.2914569871661257
0.9998978445193585,0.2914656661306652
0.9998978445193585,0.29147434561210206
0.9998978445193585,0.29148302561048245
0.9998978445193585,0.29149170612585246
0.9998978445193585,0.2915003871582584
0.9998978445193585,0.2915090687077464
0.9998978445193585,0.29151775077436265
0.9998978445193585,0.29152643335815337
0.9998978445193585,0.29153511645916486
0.9998978445193585,0.2915438000774432
0.9998978445193585,0.29155248421303465
0.9998978445193585,0.29156116886598554
0.9998978445193585,0.29156985403634195
0.9998978445193585,0.29157853972415027
0.9998978445193585,0.29158722592945663
0.9998978445193585,0.29159591265230733
0.9998978445193585,0.2916045998927486
0.9998978445193585,0.2916132876508268
0.9998978445193585,0.291621975926588
0.9998978445193585,0.29163066472007865
0.9998978445193585,0.291639354031345
0.9998978445193585,0.29164804386043325
0.9998978445193585,0.29165673420738975
0.9998978445193585,0.2916654250722608
0.9998978445193585,0.29167411645509267
0.9998978445193585,0.2916828083559317
0.9998978445193585,0.2916915007748242
0.9998978445193585,0.29170019371181644
0.9998978445193585,0.29170888716695476
0.9998978445193585,0.2917175811402855
0.9998978445193585,0.29172627563185505
0.9998978445193585,0.2917349706417096
0.9998978445193585,0.29174366616989567
0.9998978445193585,0.2917523622164595
0.9998978445193585,0.2917610587814475
0.9998978445193585,0.29176975586490594
0.9998978445193585,0.2917784534668813
0.9998978445193585,0.29178715158741986
0.9998978445193585,0.29179585022656807
0.9998978445193585,0.2918045493843723
0.9998978445193585,0.2918132490608789
0.9998978445193585,0.2918219492561343
0.9998978445193585,0.2918306499701849
0.9998978445193585,0.291839351203077
0.9998978445193585,0.29184805295485716
0.9998978445193585,0.29185675522557175
0.9998978445193585,0.2918654580152672
0.9998978445193585,0.29187416132398986
0.9998978445193585,0.29188286515178624
0.9998978445193585,0.29189156949870276
0.9998978445193585,0.2919002743647859
0.9998978445193585,0.291908979750082
0.9998978445193585,0.29191768565463766
0.9998978445193585,0.2919263920784992
0.9998978445193585,0.2919350990217132
0.9998978445193585,0.29194380648432605
0.9998978445193585,0.2919525144663843
0.9998978445193585,0.29196122296793436
0.9998978445193585,0.29196993198902277
0.9998978445193585,0.29197864152969605
0.9998978445193585,0.2919873515900006
0.9998978445193585,0.291996062169983
0.9998978445193585,0.2920047732696897
0.9998978445193585,0.29201348488916734
0.9998978445193585,0.2920221970284623
0.9998978445193585,0.2920309096876212
0.9998978445193585,0.29203962286669055
0.9998978445193585,0.2920483365657168
0.9998978445193585,0.2920570507847467
0.9998978445193585,0.29206576552382657
0.9998978445193585,0.2920744807830031
0.9998978445193585,0.29208319656232284
0.9998978445193585,0.2920919128618323
0.9998978445193585,0.2921006296815781
0.9998978445193585,0.2921093470216068
0.9998978445193585,0.29211806488196496
0.9998978445193585,0.2921267832626992
0.9998978445193585,0.29213550216385614
0.9998978445193585,0.2921442215854823
0.9998978445193585,0.2921529415276244
0.9998978445193585,0.29216166199032895
0.9998978445193585,0.29217038297364256
0.9998978445193585,0.2921791044776119
0.9998978445193585,0.29218782650228364
0.9998978445193585,0.29219654904770437
0.9998978445193585,0.29220527211392067
0.9998978445193585,0.2922139957009792
0.9998978445193585,0.2922227198089267
0.9998978445193585,0.29223144443780974
0.9998978445193585,0.292240169587675
0.9998978445193585,0.29224889525856923
0.9998978445193585,0.29225762145053896
0.9998978445193585,0.29226634816363095
0.9998978445193585,0.2922750753978918
0.9998978445193585,0.2922838031533684
0.9998978445193585,0.2922925314301072
0.9998978445193585,0.29230126022815506
0.9998978445193585,0.2923099895475586
0.9998978445193585,0.29231871938836457
0.9998978445193585,0.2923274497506197
0.9998978445193585,0.2923361806343707
0.9998978445193585,0.2923449120396643
0.9998978445193585,0.29235364396654717
0.9998978445193585,0.2923623764150662
0.9998978445193585,0.29237110938526795
0.9998978445193585,0.29237984287719926
0.9998978445193585,0.2923885768909069
0.9998978445193585,0.29239731142643766
0.9998978445193585,0.2924060464838382
0.9998978445193585,0.29241478206315535
0.9998978445193585,0.29242351816443596
0.9998978445193585,0.29243225478772666
0.9998978445193585,0.2924409919330744
0.9998978445193585,0.29244972960052584
0.9998978445193585,0.2924584677901279
0.9998978445193585,0.29246720650192726
0.9998978445193585,0.29247594573597085
0.9998978445193585,0.2924846854923054
0.9998978445193585,0.29249342577097776
0.9998978445193585,0.29250216657203476
0.9998978445193585,0.29251090789552325
0.9998978445193585,0.2925196497414901
0.9998978445193585,0.29252839210998205
0.9998978445193585,0.2925458784147289
0.9998978445193585,0.2925546223510775
0.9998978445193585,0.29256336681013867
0.9998978445193585,0.29257211179195936
0.9998978445193585,0.29258085729658634
0.9998978445193585,0.2925896033240666
0.9998978445193585,0.292598349874447
0.9998978445193585,0.29260709694777437
0.9998978445193585,0.29261584454409567
0.9998978445193585,0.2926245926634578
0.9998978445193585,0.2926333413059077
0.9998978445193585,0.2926420904714922
0.9998978445193585,0.29265084016025833
0.9998978445193585,0.292659590372253
0.9998978445193585,0.29266834110752304
0.9998978445193585,0.2926770923661155
0.9998978445193585,0.29268584414807725
0.9998978445193585,0.29269459645345536
0.9998978445193585,0.29270334928229663
0.9998978445193585,0.29271210263464814
0.9998978445193585,0.29272085651055685
0.9998978445193585,0.29272961091006966
0.9998978445193585,0.29273836583323365
0.9998978445193585,0.2927471212800957
0.9998978445193585,0.2927558772507029
0.9998978445193585,0.29276463374510214
0.9998978445193585,0.2927733907633405
0.9998978445193585,0.292782148305465
0.9998978445193585,0.2927909063715226
0.9998978445193585,0.29279966496156035
0.9998978445193585,0.29280842407562524
0.9998978445193585,0.2928171837137643
0.9998978445193585,0.2928259438760247
0.9998978445193585,0.29283470456245325
0.9998978445193585,0.29284346577309717
0.9998978445193585,0.2928522275080035
0.9998978445193585,0.2928609897672192
0.9998978445193585,0.2928697525507914
0.9998978445193585,0.29287851585876723
0.9998978445193585,0.29288727969119366
0.9998978445193585,0.29289604404811775
0.9998978445193585,0.29290480892958676
0.9998978445193585,0.2929135743356476
0.9998978445193585,0.29292234026634745
0.9998978445193585,0.2929311067217334
0.9998978445193585,0.2929398737018526
0.9998978445193585,0.29294864120675207
0.9998978445193585,0.292957409236479
0.9998978445193585,0.29296617779108053
0.9998978445193585,0.2929749468706037
0.9998978445193585,0.2929837164750958
0.9998978445193585,0.2929924866046038
0.9998978445193585,0.293001257259175
0.9998978445193585,0.2930100284388565
0.9998978445193585,0.29301880014369536
0.9998978445193585,0.2930275723737389
0.9998978445193585,0.2930363451290342
0.9998978445193585,0.29304511840962844
0.9998978445193585,0.2930538922155689
0.9998978445193585,0.2930626665469026
0.9998978445193585,0.29307144140367686
0.9998978445193585,0.2930802167859389
0.9998978445193585,0.2930889926937358
0.9998978445193585,0.2930977691271148
0.9998978445193585,0.29310654608612324
0.9998978445193585,0.2931153235708083
0.9998978445193585,0.29312410158121704
0.9998978445193585,0.2931328801173969
0.9998978445193585,0.29314165917939505
0.9998978445193585,0.29315043876725866
0.9998978445193585,0.2931592188810351
0.9998978445193585,0.29316799952077155
0.9998978445193585,0.2931767806865153
0.9998978445193585,0.2931855623783136
0.9998978445193585,0.29319434459621374
0.9998978445193585,0.293203127340263
0.9998978445193585,0.29321191061050866
0.9998978445193585,0.293220694406998
0.9998978445193585,0.29322947872977834
0.9998978445193585,0.29323826357889693
0.9998978445193585,0.2932470489544011
0.9998978445193585,0.2932558348563382
0.9998978445193585,0.2932646212847555
0.9998978445193585,0.2932734082397004
0.9998978445193585,0.2932821957212201
0.9998978445193585,0.2932909837293621
0.9998978445193585,0.2932997722641736
0.9998978445193585,0.29330856132570193
0.9998978445193585,0.2933173509139946
0.9998978445193585,0.2933261410290989
0.9998978445193585,0.2933349316710621
0.9998978445193585,0.29334372283993165
0.9998978445193585,0.29335251453575495
0.9998978445193585,0.29336130675857935
0.9998978445193585,0.2933700995084522
0.9998978445193585,0.29337889278542095
0.9998978445193585,0.293387686589533
0.9998978445193585,0.2933964809208357
0.9998978445193585,0.2934052757793765
0.9998978445193585,0.2934140711652028
0.9998978445193585,0.293422867078362
0.9998978445193585,0.2934316635189016
0.9998978445193585,0.29344046048686895
0.9998978445193585,0.2934492579823115
