ensembl_id,log2FC,padj
ENSG00000112763,-0.528,9.38836189293655e-06
ENSG00000119414,0.385,9.41651364275149e-06
ENSG00000163950,-0.577,9.49049646753596e-06
ENSG00000168398,-1.754,9.5790106652888e-06
ENSG00000128928,0.490,9.66352684311026e-06
ENSG00000176390,-0.589,9.8753881309477e-06
ENSG00000155463,0.413,9.91790727992534e-06
ENSG00000128694,1.165,9.97085030919596e-06
ENSG00000113387,0.243,9.97572486749572e-06
ENSG00000168906,0.323,9.98363419066332e-06
ENSG00000164209,0.343,1.00372441878984e-05
ENSG00000174013,-0.446,1.02012773411778e-05
ENSG00000069399,-0.357,1.04551900675812e-05
ENSG00000138835,-0.511,1.0522076173758e-05
ENSG00000196739,0.540,1.07309223576843e-05
ENSG00000100030,-0.281,1.08044757399792e-05
ENSG00000128016,-0.468,1.08118255290328e-05
ENSG00000167987,0.523,1.08942730231239e-05
ENSG00000164603,0.868,1.11441830498983e-05
ENSG00000103540,-0.359,1.1490243223462e-05
ENSG00000101773,-0.407,1.1583673887535e-05
ENSG00000123091,0.361,1.17471843050886e-05
ENSG00000124532,0.653,1.18769029646759e-05
ENSG00000268205,0.470,1.21482670039404e-05
ENSG00000168496,-0.466,1.21482670039404e-05
ENSG00000152601,0.263,1.2179710922238e-05
ENSG00000183775,-0.574,1.22342164147306e-05
ENSG00000116922,0.585,1.23472175407764e-05
ENSG00000198612,-0.386,1.25104833331521e-05
ENSG00000118412,-0.418,1.29141884167e-05
ENSG00000147394,-0.725,1.32197950807973e-05
ENSG00000181472,0.426,1.33934182897428e-05
ENSG00000075624,0.228,1.36389081269109e-05
ENSG00000055163,-0.341,1.36927622982038e-05
ENSG00000011260,0.586,1.4068341095315e-05
ENSG00000167670,-0.564,1.41114333927228e-05
ENSG00000116521,0.375,1.4150580204379e-05
ENSG00000141448,0.436,1.42225090554389e-05
ENSG00000114853,0.578,1.43910391936132e-05
ENSG00000198018,-0.364,1.43910391936132e-05
ENSG00000114331,-0.372,1.46289132648916e-05
ENSG00000139168,-0.484,1.51829510078263e-05
ENSG00000278540,0.346,1.52623272889841e-05
ENSG00000143369,-0.935,1.52802678799228e-05
ENSG00000170854,0.591,1.52952201824717e-05
ENSG00000083454,0.694,1.53496114325784e-05
ENSG00000213626,0.415,1.56296288011632e-05
ENSG00000112787,0.447,1.57359133480781e-05
ENSG00000039319,-0.338,1.59298880498984e-05
ENSG00000101126,0.256,1.59693632220365e-05
ENSG00000159842,-0.403,1.61674981989634e-05
ENSG00000171951,-1.031,1.61786042859152e-05
ENSG00000163812,0.394,1.65950876320868e-05
ENSG00000033800,0.384,1.69390648948775e-05
ENSG00000171992,0.429,1.72946021255864e-05
ENSG00000007376,0.451,1.8001890609469e-05
ENSG00000182809,-0.566,1.80684927616831e-05
ENSG00000068489,0.347,1.80873583638441e-05
ENSG00000116514,-0.494,1.82432435169766e-05
ENSG00000111802,-0.383,1.83833489703155e-05
ENSG00000166454,0.376,1.84080772624901e-05
ENSG00000156304,0.343,1.87393579695352e-05
ENSG00000257218,0.526,1.87867465117729e-05
ENSG00000114268,-0.578,1.87867465117729e-05
ENSG00000131791,0.498,1.89614991424134e-05
ENSG00000203722,-0.477,1.96601967994199e-05
ENSG00000165322,0.524,1.9755015020361e-05
ENSG00000175324,-0.721,1.9835027145307e-05
ENSG00000121039,0.569,2.00018065579128e-05
ENSG00000197622,-0.257,2.02610075190532e-05
ENSG00000113269,-0.608,2.07822914423597e-05
ENSG00000183726,0.345,2.09308714921363e-05
ENSG00000145569,-0.483,2.09657114833629e-05
ENSG00000164924,-0.258,2.12770908545801e-05
ENSG00000198815,0.286,2.1358275548871e-05
ENSG00000136319,0.752,2.15614381548105e-05
ENSG00000182095,-0.433,2.17516322783423e-05
ENSG00000085117,-0.945,2.22909878300998e-05
ENSG00000114346,-0.261,2.22909878300998e-05
ENSG00000109819,0.797,2.24349356733949e-05
ENSG00000183735,-0.432,2.24962948544296e-05
ENSG00000102038,0.518,2.26830664864521e-05
ENSG00000122692,0.261,2.27949234627787e-05
ENSG00000111961,-0.323,2.28538097601014e-05
ENSG00000109971,0.227,2.28538097601014e-05
ENSG00000132688,-0.572,2.28872706843507e-05
ENSG00000142207,0.444,2.32279486149615e-05
ENSG00000123643,-0.367,2.33563222382117e-05
ENSG00000143771,-0.529,2.33894494220713e-05
ENSG00000171241,-0.499,2.33894494220713e-05
ENSG00000139613,0.290,2.3447982317732e-05
ENSG00000148634,0.304,2.34888423305957e-05
ENSG00000102241,-0.648,2.42989599223061e-05
ENSG00000177425,0.347,2.43020275691264e-05
ENSG00000078900,-1.093,2.43600184106109e-05
ENSG00000089195,0.682,2.47653462428537e-05
ENSG00000142556,0.630,2.49480975961133e-05
ENSG00000151553,0.363,2.52180066198572e-05
ENSG00000149480,0.338,2.52711834477207e-05
ENSG00000070756,0.195,2.55054818389256e-05
ENSG00000184634,0.350,2.59189677831515e-05
ENSG00000170632,0.566,2.59834003847009e-05
ENSG00000008086,-0.309,2.59840746229153e-05
ENSG00000163297,-0.609,2.61110703620429e-05
ENSG00000099904,0.540,2.64091865265221e-05
ENSG00000177971,0.376,2.66870819406734e-05
ENSG00000095261,0.294,2.67852757120213e-05
ENSG00000160803,0.312,2.70339177745347e-05
ENSG00000186416,0.353,2.82041608006818e-05
ENSG00000166788,0.731,2.84620527690936e-05
ENSG00000173210,-0.426,2.87885403305767e-05
ENSG00000076067,0.334,2.92170906098958e-05
ENSG00000155324,-0.651,2.92668904421388e-05
ENSG00000159063,0.318,2.93428477486778e-05
ENSG00000108510,0.274,2.98103724166887e-05
ENSG00000197183,0.611,2.99473974983978e-05
ENSG00000116793,-0.469,3.01558304843423e-05
ENSG00000139719,-0.703,3.0192548478902e-05
ENSG00000143061,-0.391,3.06795619341001e-05
ENSG00000124107,-0.486,3.09856980449562e-05
ENSG00000106829,0.467,3.11577980015595e-05
ENSG00000160714,0.365,3.11577980015595e-05
ENSG00000082482,-1.362,3.14348582875185e-05
ENSG00000158062,-0.669,3.17859715988936e-05
ENSG00000152102,0.345,3.18479862805325e-05
ENSG00000141682,-0.501,3.19261517102573e-05
ENSG00000073150,-0.670,3.2606851377611e-05
ENSG00000171135,0.380,3.2606851377611e-05
ENSG00000152990,0.484,3.43894830409412e-05
ENSG00000034677,-0.318,3.51903209776913e-05
ENSG00000244462,0.316,3.57041513513541e-05
ENSG00000187479,-0.998,3.59692767956251e-05
ENSG00000162928,-0.521,3.65114012379332e-05
ENSG00000115414,-0.289,3.66666042826898e-05
ENSG00000273703,-0.997,3.66692683356531e-05
ENSG00000149115,-0.450,3.7585770351001e-05
ENSG00000183722,-0.776,3.88995732704639e-05
ENSG00000183856,-0.323,3.97262908035558e-05
ENSG00000140598,-0.458,4.01319505304902e-05
ENSG00000100888,0.260,4.0158552859211e-05
ENSG00000197191,-0.534,4.09768839745531e-05
ENSG00000029363,-0.291,4.21294614305679e-05
ENSG00000167513,-0.560,4.24972049965324e-05
ENSG00000116675,-0.684,4.32150639746568e-05
ENSG00000166233,0.341,4.38762021123512e-05
ENSG00000236081,0.794,4.41827791150466e-05
ENSG00000213047,-0.523,4.42025913115964e-05
ENSG00000188612,0.513,4.44065572372998e-05
ENSG00000020577,0.418,4.47526462440124e-05
ENSG00000100097,-0.342,4.48390525332538e-05
ENSG00000164219,-0.456,4.57584890059378e-05
ENSG00000148843,0.453,4.60458698959519e-05
ENSG00000081870,-0.492,4.66168279882339e-05
ENSG00000109606,0.223,4.6949001348032e-05
ENSG00000175414,0.630,4.76271345994049e-05
ENSG00000183431,0.325,4.81914864988799e-05
ENSG00000130270,-0.744,4.83388585587219e-05
ENSG00000179218,-0.333,4.8524290906274e-05
ENSG00000059728,-0.327,4.87391574768349e-05
ENSG00000141574,-0.731,4.88147128783476e-05
ENSG00000149428,-0.468,4.88490920750375e-05
ENSG00000112210,0.356,5.0495574221301e-05
ENSG00000160741,0.321,5.05415206033004e-05
ENSG00000176597,-0.445,5.06116237856967e-05
ENSG00000143376,0.380,5.06116237856967e-05
ENSG00000112249,0.238,5.06116237856967e-05
ENSG00000131473,-0.462,5.06116237856967e-05
ENSG00000119917,-0.408,5.06116237856967e-05
ENSG00000245532,0.742,5.07866240782978e-05
ENSG00000167378,0.486,5.08116767741793e-05
ENSG00000013563,-0.587,5.09744487197362e-05
ENSG00000163444,0.351,5.17411357946551e-05
ENSG00000105438,0.301,5.18421332791185e-05
ENSG00000124151,0.299,5.23668050939472e-05
ENSG00000133265,0.467,5.30157390536744e-05
ENSG00000186591,0.353,5.3018973779777e-05
ENSG00000130150,0.519,5.30920585471506e-05
ENSG00000008952,0.413,5.30920585471506e-05
ENSG00000139291,0.814,5.35712157310911e-05
ENSG00000099864,-0.684,5.40777492809502e-05
ENSG00000131508,0.270,5.46719211381593e-05
ENSG00000113643,0.283,5.46720224598533e-05
ENSG00000103067,0.726,5.52437414655577e-05
ENSG00000171206,-0.461,5.52437414655577e-05
ENSG00000065882,-0.421,5.52663006136749e-05
ENSG00000110911,-0.293,5.53739978722272e-05
ENSG00000136897,0.557,5.546219818348e-05
ENSG00000235173,0.490,5.55645295883276e-05
ENSG00000198682,-0.381,5.58544379761963e-05
ENSG00000070081,-0.386,5.60251622728988e-05
ENSG00000186283,-0.571,5.62633440189704e-05
ENSG00000178105,0.535,5.63883338093407e-05
ENSG00000135679,-0.312,5.67079771816006e-05
ENSG00000163251,0.520,5.82425909693446e-05
ENSG00000170264,-0.713,5.8923039891153e-05
ENSG00000070159,0.547,5.98506546741866e-05
ENSG00000135870,0.306,6.0094785145019e-05
ENSG00000134755,-0.436,6.07780663080619e-05
ENSG00000008300,0.401,6.08310578188706e-05
ENSG00000073464,0.685,6.10545169534564e-05
ENSG00000135074,-0.367,6.13094219152962e-05
ENSG00000071967,-0.321,6.13708595109728e-05
ENSG00000154743,0.517,6.21817310878563e-05
ENSG00000047644,-0.303,6.34861148748304e-05
ENSG00000107897,-0.580,6.35543890917771e-05
ENSG00000105329,-0.335,6.40401153155322e-05
ENSG00000132846,0.599,6.50001486922983e-05
ENSG00000087152,0.445,6.52972300284823e-05
ENSG00000131746,-0.314,6.53262480538967e-05
ENSG00000100216,0.301,6.5589439713084e-05
ENSG00000178202,-0.408,6.57605794768358e-05
ENSG00000111674,-0.514,6.6944309352263e-05
ENSG00000151292,0.372,6.7036545606718e-05
ENSG00000109790,0.341,6.75903431875713e-05
ENSG00000196141,-0.303,6.79448270094273e-05
ENSG00000112406,-0.496,6.80034438013789e-05
ENSG00000049167,0.689,6.80035795104924e-05
ENSG00000196411,-0.483,7.15231702392116e-05
ENSG00000100106,-0.411,7.18823821456068e-05
ENSG00000165355,-0.547,7.19339980731493e-05
ENSG00000005302,-0.602,7.31775721579574e-05
ENSG00000177485,0.362,7.32118995232929e-05
ENSG00000080608,0.434,7.35393898739688e-05
ENSG00000111602,-0.423,7.35542898407684e-05
ENSG00000137809,-0.208,7.41135135986806e-05
ENSG00000177058,-0.474,7.46288873436829e-05
ENSG00000116752,-0.368,7.50555223427374e-05
ENSG00000150540,-0.618,7.56535464722458e-05
ENSG00000100413,0.548,7.57595217443941e-05
ENSG00000118689,0.349,7.60068616052775e-05
ENSG00000162522,-0.257,7.72459224180101e-05
ENSG00000164934,0.421,8.04448570807199e-05
ENSG00000171865,0.447,8.05737990334043e-05
ENSG00000186575,0.408,8.05737990334043e-05
ENSG00000162769,0.422,8.1349024739566e-05
ENSG00000153993,0.783,8.16822297080226e-05
ENSG00000163975,-0.655,8.16822297080226e-05
ENSG00000131459,-0.444,8.16822297080226e-05
ENSG00000106399,-0.431,8.2422100005637e-05
ENSG00000064042,0.261,8.26490954388751e-05
ENSG00000109881,-0.618,8.28198805711406e-05
ENSG00000174197,0.254,8.31496862861247e-05
ENSG00000075151,0.290,8.34720046049617e-05
ENSG00000013375,-0.343,8.34848404995002e-05
ENSG00000116237,-0.337,8.39034906736723e-05
ENSG00000044574,-0.659,8.4041426022558e-05
ENSG00000138347,0.456,8.40925321993813e-05
ENSG00000145375,0.317,8.40925321993813e-05
ENSG00000102882,-0.496,8.41210940504058e-05
ENSG00000056097,0.240,8.56751142696661e-05
ENSG00000215193,-0.274,8.72026029868024e-05
ENSG00000049883,0.476,8.7411866816838e-05
ENSG00000134986,-0.497,8.78715443012173e-05
ENSG00000166783,-0.386,8.78715443012173e-05
ENSG00000132716,0.465,8.78715443012173e-05
ENSG00000273760,0.523,8.98683948832295e-05
ENSG00000123364,0.722,9.21782385899993e-05
ENSG00000111786,-0.524,9.25091199914351e-05
ENSG00000101310,0.309,9.26955039024437e-05
ENSG00000158850,0.561,9.28239169407301e-05
ENSG00000000971,-0.394,9.30092419373929e-05
ENSG00000133026,-0.462,9.30154322828695e-05
ENSG00000119403,-0.372,9.32866161628772e-05
ENSG00000185624,-0.430,9.34479363829972e-05
ENSG00000118898,-0.465,9.40974541525697e-05
ENSG00000237649,-0.670,9.46728117698929e-05
ENSG00000068323,-0.267,9.58375207284504e-05
ENSG00000168778,-0.594,9.59139417060815e-05
ENSG00000148840,0.260,9.62379551412913e-05
ENSG00000116138,0.364,9.66123742515264e-05
ENSG00000260032,-0.337,9.68070577411448e-05
ENSG00000100221,-0.402,9.91185490431287e-05
ENSG00000140750,0.248,9.94201042712297e-05
ENSG00000173391,-0.606,9.96934388227087e-05
ENSG00000138376,-0.343,9.97482977668913e-05
ENSG00000138604,-0.388,0.00
ENSG00000118193,-0.356,0.00
ENSG00000115295,-0.343,0.00
ENSG00000019186,-0.635,0.00
ENSG00000127804,0.388,0.00
ENSG00000128609,-0.498,0.00
ENSG00000128512,-0.377,0.00
ENSG00000169519,0.578,0.00
ENSG00000090470,0.556,0.00
ENSG00000167775,0.466,0.00
ENSG00000066557,0.369,0.00
ENSG00000081019,0.527,0.00
ENSG00000124486,0.210,0.00
ENSG00000066739,0.343,0.00
ENSG00000085491,-0.627,0.00
ENSG00000197565,-0.420,0.00
ENSG00000133884,0.325,0.00
ENSG00000101464,0.443,0.00
ENSG00000128708,-0.359,0.00
ENSG00000156502,0.395,0.00
ENSG00000108179,0.303,0.00
ENSG00000135002,-0.327,0.00
ENSG00000281398,0.593,0.00
ENSG00000181163,0.290,0.00
ENSG00000178498,0.529,0.00
ENSG00000275066,-0.543,0.00
ENSG00000175591,-1.021,0.00
ENSG00000165060,0.676,0.00
ENSG00000164975,0.278,0.00
ENSG00000149269,-0.376,0.00
ENSG00000137413,0.484,0.00
ENSG00000186522,-0.368,0.00
ENSG00000198142,0.487,0.00
ENSG00000149554,-0.424,0.00
ENSG00000139684,0.398,0.00
ENSG00000167130,0.485,0.00
ENSG00000148481,0.516,0.00
ENSG00000137834,0.363,0.00
ENSG00000091127,0.381,0.00
ENSG00000213551,-0.384,0.00
ENSG00000116711,-0.351,0.00
ENSG00000148700,-0.416,0.00
ENSG00000181577,-0.726,0.00
ENSG00000197043,-0.527,0.00
ENSG00000093009,-0.586,0.00
ENSG00000197321,-0.395,0.00
ENSG00000126457,0.381,0.00
ENSG00000169908,0.242,0.00
ENSG00000082516,0.363,0.00
ENSG00000014216,-0.394,0.00
ENSG00000166938,0.524,0.00
ENSG00000188706,0.359,0.00
ENSG00000126012,-0.428,0.00
ENSG00000066629,-0.706,0.00
ENSG00000107201,-0.359,0.00
ENSG00000239306,0.282,0.00
ENSG00000100105,0.475,0.00
ENSG00000238266,0.442,0.00
ENSG00000006016,-0.573,0.00
ENSG00000189241,0.317,0.00
ENSG00000181826,-0.442,0.00
ENSG00000149177,0.288,0.00
ENSG00000198301,0.364,0.00
ENSG00000146247,-0.270,0.00
ENSG00000172086,-1.010,0.00
ENSG00000135632,0.438,0.00
ENSG00000168214,0.324,0.00
ENSG00000147036,0.666,0.00
ENSG00000145365,-0.525,0.00
ENSG00000185818,1.158,0.00
ENSG00000165802,0.379,0.00
ENSG00000170312,-0.412,0.00
ENSG00000275216,0.525,0.00
ENSG00000135604,-0.764,0.00
ENSG00000145687,-0.635,0.00
ENSG00000116062,-0.417,0.00
ENSG00000158966,0.516,0.00
ENSG00000178718,0.406,0.00
ENSG00000168175,0.339,0.00
ENSG00000169925,-0.339,0.00
ENSG00000152642,0.437,0.00
ENSG00000204524,0.445,0.00
ENSG00000158528,0.549,0.00
ENSG00000155008,0.437,0.00
ENSG00000163389,0.553,0.00
ENSG00000160124,0.441,0.00
ENSG00000163001,-0.651,0.00
ENSG00000100028,0.405,0.00
ENSG00000143367,0.467,0.00
ENSG00000196139,-0.447,0.00
ENSG00000116128,0.362,0.00
ENSG00000130713,0.354,0.00
ENSG00000150768,0.319,0.00
ENSG00000159202,0.202,0.00
ENSG00000111731,0.470,0.00
ENSG00000173442,-0.522,0.00
ENSG00000172466,0.294,0.00
ENSG00000169826,-0.416,0.00
ENSG00000103769,0.280,0.00
ENSG00000144677,0.373,0.00
ENSG00000133961,-0.410,0.00
ENSG00000134709,-0.636,0.00
ENSG00000083937,-0.461,0.00
ENSG00000111816,0.521,0.00
ENSG00000205808,1.097,0.00
ENSG00000219545,0.607,0.00
ENSG00000101138,0.332,0.00
ENSG00000179820,-0.359,0.00
ENSG00000176623,-0.541,0.00
ENSG00000105723,0.359,0.00
ENSG00000006453,-0.321,0.00
ENSG00000189308,-0.357,0.00
ENSG00000072062,-0.276,0.00
ENSG00000113621,0.412,0.00
ENSG00000107929,0.287,0.00
ENSG00000124275,0.236,0.00
ENSG00000100664,0.220,0.00
ENSG00000159592,0.261,0.00
ENSG00000114686,0.299,0.00
ENSG00000196290,0.442,0.00
ENSG00000117859,0.237,0.00
ENSG00000108821,-0.446,0.00
ENSG00000183578,-0.712,0.00
ENSG00000178980,-0.419,0.00
ENSG00000095015,0.410,0.00
ENSG00000176834,-0.433,0.00
ENSG00000123104,-0.311,0.00
ENSG00000131149,0.316,0.00
ENSG00000145817,-0.272,0.00
ENSG00000138944,0.300,0.00
ENSG00000138600,-0.276,0.00
ENSG00000106605,-0.811,0.00
ENSG00000173193,-0.291,0.00
ENSG00000090447,0.576,0.00
ENSG00000100485,-0.454,0.00
ENSG00000140299,-0.301,0.00
ENSG00000165660,0.424,0.00
ENSG00000137776,-0.384,0.00
ENSG00000187231,-0.311,0.00
ENSG00000198718,0.406,0.00
ENSG00000187908,-0.627,0.00
ENSG00000029725,-0.413,0.00
ENSG00000152413,0.541,0.00
ENSG00000185252,1.009,0.00
ENSG00000086200,-0.372,0.00
ENSG00000066926,-0.395,0.00
ENSG00000118873,0.269,0.00
ENSG00000125520,-0.392,0.00
ENSG00000116698,0.265,0.00
ENSG00000166619,0.405,0.00
ENSG00000119801,-0.454,0.00
ENSG00000140937,-0.822,0.00
ENSG00000101843,0.413,0.00
ENSG00000156299,-0.738,0.00
ENSG00000151612,0.378,0.00
ENSG00000152580,0.374,0.00
ENSG00000127616,-0.460,0.00
ENSG00000122641,-1.150,0.00
ENSG00000129173,-0.625,0.00
ENSG00000257027,1.065,0.00
ENSG00000110958,-0.251,0.00
ENSG00000128487,-0.278,0.00
ENSG00000162924,0.417,0.00
ENSG00000122203,0.369,0.00
ENSG00000107614,0.663,0.00
ENSG00000178425,0.512,0.00
ENSG00000171680,-0.571,0.00
ENSG00000136770,-0.532,0.00
ENSG00000124102,-0.769,0.00
ENSG00000139211,0.290,0.00
ENSG00000110066,0.453,0.00
ENSG00000007968,-1.093,0.00
ENSG00000217128,-0.253,0.00
ENSG00000102312,0.669,0.00
ENSG00000182263,0.494,0.00
ENSG00000135114,-0.414,0.00
ENSG00000171928,-0.385,0.00
ENSG00000143473,0.547,0.00
ENSG00000118985,-0.227,0.00
ENSG00000131153,-0.483,0.00
ENSG00000122140,0.323,0.00
ENSG00000150961,-0.271,0.00
ENSG00000116199,-0.313,0.00
ENSG00000117505,0.271,0.00
ENSG00000132286,0.545,0.00
ENSG00000112208,0.287,0.00
ENSG00000178726,0.598,0.00
ENSG00000109805,-0.332,0.00
ENSG00000107104,0.279,0.00
ENSG00000240891,0.401,0.00
ENSG00000168890,1.345,0.00
ENSG00000015532,-0.481,0.00
ENSG00000135924,-0.394,0.00
ENSG00000197381,0.331,0.00
ENSG00000082701,-0.261,0.00
ENSG00000118246,0.350,0.00
ENSG00000126067,0.188,0.00
ENSG00000169398,-0.259,0.00
ENSG00000085788,0.405,0.00
ENSG00000173166,-0.255,0.00
ENSG00000119231,0.295,0.00
ENSG00000196372,0.597,0.00
ENSG00000196363,0.314,0.00
ENSG00000116685,0.337,0.00
ENSG00000058056,-0.321,0.00
ENSG00000153046,-0.340,0.00
ENSG00000177570,0.418,0.00
ENSG00000251381,0.390,0.00
ENSG00000100029,0.383,0.00
ENSG00000170113,-0.350,0.00
ENSG00000165304,-0.341,0.00
ENSG00000188895,0.297,0.00
ENSG00000107789,-0.634,0.00
ENSG00000213853,-0.316,0.00
ENSG00000084093,0.353,0.00
ENSG00000114446,-0.654,0.00
ENSG00000269729,-0.679,0.00
ENSG00000172534,-0.247,0.00
ENSG00000170275,0.213,0.00
ENSG00000106804,-1.012,0.00
ENSG00000169258,-0.578,0.00
ENSG00000152104,0.271,0.00
ENSG00000153395,0.534,0.00
ENSG00000036549,0.307,0.00
ENSG00000078043,0.386,0.00
ENSG00000122882,0.334,0.00
ENSG00000130741,0.175,0.00
ENSG00000111142,0.333,0.00
ENSG00000097096,0.567,0.00
ENSG00000166483,-0.282,0.00
ENSG00000102317,-0.310,0.00
ENSG00000123600,0.474,0.00
ENSG00000145022,0.432,0.00
ENSG00000172115,0.291,0.00
ENSG00000133639,-0.328,0.00
ENSG00000136636,-0.361,0.00
ENSG00000126458,-0.498,0.00
ENSG00000156453,-0.756,0.00
ENSG00000185728,0.244,0.00
ENSG00000133316,0.430,0.00
ENSG00000143612,0.274,0.00
ENSG00000137266,-0.438,0.00
ENSG00000168461,-0.223,0.00
ENSG00000134900,0.249,0.00
ENSG00000137710,-0.259,0.00
ENSG00000064726,0.270,0.00
ENSG00000106603,0.364,0.00
ENSG00000204272,0.432,0.00
ENSG00000184164,-0.656,0.00
ENSG00000196961,-0.407,0.00
ENSG00000230615,-0.662,0.00
ENSG00000147874,0.278,0.00
ENSG00000165238,0.471,0.00
ENSG00000167995,1.428,0.00
ENSG00000138375,-0.455,0.00
ENSG00000113569,-0.183,0.00
ENSG00000161179,0.717,0.00
ENSG00000164022,0.353,0.00
ENSG00000253368,1.065,0.00
ENSG00000134109,-0.275,0.00
ENSG00000004777,-0.828,0.00
ENSG00000184922,-0.268,0.00
ENSG00000140525,-0.363,0.00
ENSG00000099958,-1.294,0.00
ENSG00000162241,-0.659,0.00
ENSG00000167110,-0.435,0.00
ENSG00000108883,0.310,0.00
ENSG00000111358,0.442,0.00
ENSG00000109084,0.257,0.00
ENSG00000073536,0.553,0.00
ENSG00000196821,-0.531,0.00
ENSG00000170027,0.180,0.00
ENSG00000008256,0.379,0.00
ENSG00000140307,0.370,0.00
ENSG00000102096,0.562,0.00
ENSG00000138160,-0.283,0.00
ENSG00000110888,-0.394,0.00
ENSG00000057757,0.402,0.00
ENSG00000163535,-0.347,0.00
ENSG00000099331,-0.385,0.00
ENSG00000052749,0.424,0.00
ENSG00000254635,-0.759,0.00
ENSG00000276293,-0.634,0.00
ENSG00000127955,0.362,0.00
ENSG00000124466,-0.897,0.00
ENSG00000119669,-0.448,0.00
ENSG00000221829,-0.454,0.00
ENSG00000160767,0.424,0.00
ENSG00000159335,-0.418,0.00
ENSG00000109674,-0.398,0.00
ENSG00000109685,-0.346,0.00
ENSG00000101856,0.254,0.00
ENSG00000143507,-0.407,0.00
ENSG00000139697,0.280,0.00
ENSG00000178502,0.361,0.00
ENSG00000164111,-0.236,0.00
ENSG00000168385,0.231,0.00
ENSG00000143401,-0.318,0.00
ENSG00000196371,0.713,0.00
ENSG00000132003,-0.297,0.00
ENSG00000175215,0.345,0.00
ENSG00000107815,0.590,0.00
ENSG00000136286,-0.793,0.00
ENSG00000158292,-0.684,0.00
ENSG00000072682,-0.456,0.00
ENSG00000152242,-0.321,0.00
ENSG00000122729,-0.318,0.00
ENSG00000113575,0.209,0.00
ENSG00000196743,0.355,0.00
ENSG00000151414,-0.216,0.00
ENSG00000130164,-0.315,0.00
ENSG00000159200,-0.464,0.00
ENSG00000170142,0.302,0.00
ENSG00000145414,0.398,0.00
ENSG00000005100,0.311,0.00
ENSG00000167112,0.277,0.00
ENSG00000225733,-0.254,0.00
ENSG00000146109,0.634,0.00
ENSG00000117519,0.272,0.00
ENSG00000140265,0.364,0.00
ENSG00000003137,-0.578,0.00
ENSG00000169554,-0.406,0.00
ENSG00000140564,-0.407,0.00
ENSG00000092445,0.366,0.00
ENSG00000167535,-0.636,0.00
ENSG00000185163,0.484,0.00
ENSG00000070831,-0.200,0.00
ENSG00000131470,-0.494,0.00
ENSG00000128011,1.349,0.00
ENSG00000138119,0.243,0.00
ENSG00000114902,0.289,0.00
ENSG00000059122,0.394,0.00
ENSG00000168077,-0.216,0.00
ENSG00000122126,0.382,0.00
ENSG00000102316,-0.419,0.00
ENSG00000165449,1.140,0.00
ENSG00000133401,-0.340,0.00
ENSG00000172340,0.358,0.00
ENSG00000156976,0.307,0.00
ENSG00000152457,0.407,0.00
ENSG00000104408,0.284,0.00
ENSG00000100522,0.337,0.00
ENSG00000174010,0.349,0.00
ENSG00000131148,-0.773,0.00
ENSG00000151465,0.274,0.00
ENSG00000124279,0.442,0.00
ENSG00000119950,0.565,0.00
ENSG00000102384,-0.327,0.00
ENSG00000213516,0.405,0.00
ENSG00000141198,-0.362,0.00
ENSG00000100526,-0.380,0.00
ENSG00000092964,-0.280,0.00
ENSG00000160957,-0.464,0.00
ENSG00000148606,0.375,0.00
ENSG00000142303,-0.627,0.00
ENSG00000149476,0.459,0.00
ENSG00000164400,-2.763,0.00
ENSG00000135372,0.395,0.00
ENSG00000111665,-0.443,0.00
ENSG00000272391,0.232,0.00
ENSG00000166845,-0.441,0.00
ENSG00000145495,0.300,0.00
ENSG00000114054,0.464,0.00
ENSG00000198853,0.254,0.00
ENSG00000170088,0.434,0.00
ENSG00000173848,-0.283,0.00
ENSG00000116786,-0.463,0.00
ENSG00000137135,-0.455,0.00
ENSG00000106665,-0.480,0.00
ENSG00000175550,-0.660,0.00
ENSG00000100441,-0.376,0.00
ENSG00000172269,0.332,0.00
ENSG00000044459,-0.387,0.00
ENSG00000105825,-0.369,0.00
ENSG00000172775,0.386,0.00
ENSG00000171681,0.285,0.00
ENSG00000176871,-0.304,0.00
ENSG00000104267,-0.703,0.00
ENSG00000105552,0.585,0.00
ENSG00000119487,-0.343,0.00
ENSG00000173546,-0.415,0.00
ENSG00000121289,-0.447,0.00
ENSG00000126945,-0.310,0.00
ENSG00000182795,0.867,0.00
ENSG00000158715,1.117,0.00
ENSG00000117500,0.259,0.00
ENSG00000175305,-0.583,0.00
ENSG00000105447,0.362,0.00
ENSG00000107295,-0.480,0.00
ENSG00000180357,0.194,0.00
ENSG00000184731,-0.857,0.00
ENSG00000115084,0.290,0.00
ENSG00000113716,0.296,0.00
ENSG00000120899,-0.568,0.00
ENSG00000156471,0.280,0.00
ENSG00000100523,-0.374,0.00
ENSG00000124225,-0.383,0.00
ENSG00000142733,-0.397,0.00
ENSG00000186432,0.203,0.00
ENSG00000146374,-0.589,0.00
ENSG00000164161,-0.550,0.00
ENSG00000108342,-2.795,0.00
ENSG00000144445,-0.436,0.00
ENSG00000107130,0.333,0.00
ENSG00000139793,0.247,0.00
ENSG00000162222,-0.406,0.00
ENSG00000089127,-0.389,0.00
ENSG00000139289,-0.342,0.00
ENSG00000023330,0.243,0.00
ENSG00000092140,0.361,0.00
ENSG00000030419,-0.615,0.00
ENSG00000122390,0.348,0.00
ENSG00000182957,0.670,0.00
ENSG00000064703,0.339,0.00
