ensembl_id,log2FC,padj,comp_name
ENSG00000119661,0.952,1.66964263627569e-12,ENSG00000119661_gna
ENSG00000152894,0.576,1.8026253741507199e-12,ENSG00000152894_gna
ENSG00000187735,0.667,1.99520520910562e-12,ENSG00000187735_gna
ENSG00000149289,0.643,2.27335466389289e-12,ENSG00000149289_gna
ENSG00000196083,-0.583,2.28083384010181e-12,ENSG00000196083_gna
ENSG00000152661,-0.502,2.34384709618178e-12,ENSG00000152661_gna
ENSG00000121481,0.93,2.48372725435514e-12,ENSG00000121481_gna
ENSG00000163946,0.479,2.62124154383554e-12,ENSG00000163946_gna
ENSG00000133657,0.438,2.9709006587834397e-12,ENSG00000133657_gna
ENSG00000110958,0.45,3.2010317034102697e-12,ENSG00000110958_gna
ENSG00000112697,0.496,3.62776115520248e-12,ENSG00000112697_gna
ENSG00000168710,0.402,3.69085292751079e-12,ENSG00000168710_gna
ENSG00000116489,-0.336,3.91139950609811e-12,ENSG00000116489_gna
ENSG00000117318,0.768,3.96902365280084e-12,ENSG00000117318_gna
ENSG00000184432,0.823,4.53121942885603e-12,ENSG00000184432_gna
ENSG00000135318,0.622,4.76847859122558e-12,ENSG00000135318_gna
ENSG00000165029,0.776,5.58197961578765e-12,ENSG00000165029_gna
ENSG00000168078,0.858,5.86390677082055e-12,ENSG00000168078_gna
ENSG00000148346,1.121,5.95444678653355e-12,ENSG00000148346_gna
ENSG00000116584,0.537,8.88509605134353e-12,ENSG00000116584_gna
ENSG00000185621,1.425,9.26805320506052e-12,ENSG00000185621_gna
ENSG00000152492,0.446,1.0074352040856e-11,ENSG00000152492_gna
ENSG00000137941,0.663,1.4029065721860199e-11,ENSG00000137941_gna
ENSG00000198431,0.486,1.4029065721860199e-11,ENSG00000198431_gna
ENSG00000135842,0.484,1.58535447355562e-11,ENSG00000135842_gna
ENSG00000109079,-0.439,1.6595877391692497e-11,ENSG00000109079_gna
ENSG00000105835,0.484,2.0700911354710598e-11,ENSG00000105835_gna
ENSG00000145779,0.551,2.5679613315831896e-11,ENSG00000145779_gna
ENSG00000146802,0.925,2.58143409988142e-11,ENSG00000146802_gna
ENSG00000150756,0.711,2.5826565629008698e-11,ENSG00000150756_gna
ENSG00000004700,0.606,2.65351176529466e-11,ENSG00000004700_gna
ENSG00000153147,0.559,2.6554726315665298e-11,ENSG00000153147_gna
ENSG00000112378,0.511,2.8293305977941496e-11,ENSG00000112378_gna
ENSG00000115232,1.089,2.8402441347480397e-11,ENSG00000115232_gna
ENSG00000198732,0.631,2.99154874128014e-11,ENSG00000198732_gna
ENSG00000169967,-0.515,2.99154874128014e-11,ENSG00000169967_gna
ENSG00000137414,0.729,3.5259914613346694e-11,ENSG00000137414_gna
ENSG00000118503,0.516,4.32926408845277e-11,ENSG00000118503_gna
ENSG00000162607,0.557,4.4612620972040296e-11,ENSG00000162607_gna
ENSG00000162104,0.465,4.4804767120818396e-11,ENSG00000162104_gna
ENSG00000135250,0.636,4.5306962518277096e-11,ENSG00000135250_gna
ENSG00000198363,0.314,4.70478772419782e-11,ENSG00000198363_gna
ENSG00000197147,0.823,4.76473670658605e-11,ENSG00000197147_gna
ENSG00000184207,0.9,5.21503393326274e-11,ENSG00000184207_gna
ENSG00000113658,0.507,5.3531394782966495e-11,ENSG00000113658_gna
ENSG00000164924,0.386,5.4282975095735e-11,ENSG00000164924_gna
ENSG00000164164,-0.526,5.5148189037953295e-11,ENSG00000164164_gna
ENSG00000113569,0.321,6.08103650008678e-11,ENSG00000113569_gna
ENSG00000119314,0.359,6.129888832941249e-11,ENSG00000119314_gna
ENSG00000166068,0.536,6.37309855266879e-11,ENSG00000166068_gna
ENSG00000003056,0.524,6.41990364511685e-11,ENSG00000003056_gna
ENSG00000198612,0.554,6.814531422401819e-11,ENSG00000198612_gna
ENSG00000131016,0.86,6.923517662405609e-11,ENSG00000131016_gna
ENSG00000127920,0.708,9.735046832269429e-11,ENSG00000127920_gna
ENSG00000115594,0.603,9.742399013194719e-11,ENSG00000115594_gna
ENSG00000086061,0.558,9.912601912117739e-11,ENSG00000086061_gna
ENSG00000159658,0.554,1.1848432706938002e-10,ENSG00000159658_gna
ENSG00000101773,0.573,1.33820179005669e-10,ENSG00000101773_gna
ENSG00000182621,0.863,1.35723823873843e-10,ENSG00000182621_gna
ENSG00000035403,0.387,1.5356637675269002e-10,ENSG00000035403_gna
ENSG00000138439,-0.857,1.74619201707669e-10,ENSG00000138439_gna
ENSG00000157601,-0.882,2.01157289484752e-10,ENSG00000157601_gna
ENSG00000177463,0.482,2.0757023000381002e-10,ENSG00000177463_gna
ENSG00000103429,0.585,3.1538350831260503e-10,ENSG00000103429_gna
ENSG00000174032,1.513,3.23692360176551e-10,ENSG00000174032_gna
ENSG00000170961,0.872,3.84565596865986e-10,ENSG00000170961_gna
ENSG00000158417,0.621,4.05136052694618e-10,ENSG00000158417_gna
ENSG00000100219,0.376,4.76453084277921e-10,ENSG00000100219_gna
ENSG00000134690,0.55,5.27366515668896e-10,ENSG00000134690_gna
ENSG00000066044,0.53,5.27366515668896e-10,ENSG00000066044_gna
ENSG00000106344,-0.421,5.63858746362146e-10,ENSG00000106344_gna
ENSG00000155660,0.57,6.27644516305906e-10,ENSG00000155660_gna
ENSG00000148110,0.489,6.295322481581271e-10,ENSG00000148110_gna
ENSG00000166532,0.629,6.39180491836739e-10,ENSG00000166532_gna
ENSG00000260032,0.516,6.42645813956168e-10,ENSG00000260032_gna
ENSG00000153066,0.48,6.72339230719171e-10,ENSG00000153066_gna
ENSG00000196352,0.436,7.22477234021258e-10,ENSG00000196352_gna
ENSG00000163605,0.477,7.31467653621923e-10,ENSG00000163605_gna
ENSG00000126709,-1.146,7.355789639568251e-10,ENSG00000126709_gna
ENSG00000129473,0.844,7.55917172205385e-10,ENSG00000129473_gna
ENSG00000112419,0.467,7.85196604394976e-10,ENSG00000112419_gna
ENSG00000123836,0.657,7.97247992056156e-10,ENSG00000123836_gna
ENSG00000083799,0.476,8.122089714824101e-10,ENSG00000083799_gna
ENSG00000112149,0.587,8.30846708630479e-10,ENSG00000112149_gna
ENSG00000111530,0.432,8.82007042180258e-10,ENSG00000111530_gna
ENSG00000110422,-0.368,1.1808915952854801e-09,ENSG00000110422_gna
ENSG00000173065,-0.557,1.22659932501291e-09,ENSG00000173065_gna
ENSG00000180776,0.526,1.2833456142478e-09,ENSG00000180776_gna
ENSG00000165699,0.414,1.2896533869753802e-09,ENSG00000165699_gna
ENSG00000099250,0.465,1.34742470251843e-09,ENSG00000099250_gna
ENSG00000169607,0.532,1.37683190819538e-09,ENSG00000169607_gna
ENSG00000197375,-0.546,1.3817352985419601e-09,ENSG00000197375_gna
ENSG00000125148,0.568,1.3817352985419601e-09,ENSG00000125148_gna
ENSG00000130558,0.67,1.5910367074552801e-09,ENSG00000130558_gna
ENSG00000101882,1.029,1.6437278359456e-09,ENSG00000101882_gna
ENSG00000070614,-0.485,1.7815921105107401e-09,ENSG00000070614_gna
ENSG00000068366,0.415,1.8330204935447802e-09,ENSG00000068366_gna
ENSG00000177058,0.682,1.9300453428407602e-09,ENSG00000177058_gna
ENSG00000197930,-0.534,2.10410440770158e-09,ENSG00000197930_gna
ENSG00000130066,0.554,2.54694880066652e-09,ENSG00000130066_gna
ENSG00000166598,0.417,2.71150726243859e-09,ENSG00000166598_gna
ENSG00000092201,0.417,2.93618959539326e-09,ENSG00000092201_gna
ENSG00000164294,0.559,2.9763504623945302e-09,ENSG00000164294_gna
ENSG00000139168,0.64,3.1783272702520702e-09,ENSG00000139168_gna
ENSG00000104756,0.534,3.4836080958308603e-09,ENSG00000104756_gna
ENSG00000143870,0.366,3.60632611916324e-09,ENSG00000143870_gna
ENSG00000126003,-0.495,3.6970582987854e-09,ENSG00000126003_gna
ENSG00000163840,-0.532,3.6970582987854e-09,ENSG00000163840_gna
ENSG00000102580,0.423,3.736504791117031e-09,ENSG00000102580_gna
ENSG00000130024,0.53,3.8123521892272905e-09,ENSG00000130024_gna
ENSG00000144747,0.635,3.8843926734751e-09,ENSG00000144747_gna
ENSG00000089876,0.678,3.935074398353671e-09,ENSG00000089876_gna
ENSG00000130522,0.504,4.9972531980294e-09,ENSG00000130522_gna
ENSG00000166479,0.539,5.082371619682091e-09,ENSG00000166479_gna
ENSG00000111335,-1.02,5.48722650447898e-09,ENSG00000111335_gna
ENSG00000170385,-0.507,5.555868882658611e-09,ENSG00000170385_gna
ENSG00000079332,-0.372,5.76530034401972e-09,ENSG00000079332_gna
ENSG00000277224,0.56,6.6746504487725e-09,ENSG00000277224_gna
ENSG00000021355,0.822,6.71470344188595e-09,ENSG00000021355_gna
ENSG00000034677,0.431,7.1204113506842205e-09,ENSG00000034677_gna
ENSG00000197063,0.565,7.24162420249808e-09,ENSG00000197063_gna
ENSG00000164104,0.692,7.954112170480381e-09,ENSG00000164104_gna
ENSG00000143384,0.372,8.03416571526254e-09,ENSG00000143384_gna
ENSG00000170677,0.459,8.59912781860603e-09,ENSG00000170677_gna
ENSG00000206418,0.673,9.49034381353749e-09,ENSG00000206418_gna
ENSG00000137502,-0.581,9.731020230897961e-09,ENSG00000137502_gna
ENSG00000174013,0.565,9.978690367660881e-09,ENSG00000174013_gna
ENSG00000100906,0.446,1.01195806069097e-08,ENSG00000100906_gna
ENSG00000144674,0.586,1.13334281938671e-08,ENSG00000144674_gna
ENSG00000135378,1.076,1.15219373478931e-08,ENSG00000135378_gna
ENSG00000127314,-0.438,1.1695942358044e-08,ENSG00000127314_gna
ENSG00000185515,0.672,1.24582315896068e-08,ENSG00000185515_gna
ENSG00000138061,0.657,1.25201055347764e-08,ENSG00000138061_gna
ENSG00000164219,0.614,1.31412711225062e-08,ENSG00000164219_gna
ENSG00000169925,0.487,1.42762341338993e-08,ENSG00000169925_gna
ENSG00000164506,0.459,1.42762341338993e-08,ENSG00000164506_gna
ENSG00000177888,-0.486,1.54139403861421e-08,ENSG00000177888_gna
ENSG00000114982,0.58,1.56747591870016e-08,ENSG00000114982_gna
ENSG00000198554,0.599,1.79342980107851e-08,ENSG00000198554_gna
ENSG00000064666,0.368,1.79526632666805e-08,ENSG00000064666_gna
ENSG00000175324,0.927,1.85031878802198e-08,ENSG00000175324_gna
ENSG00000102931,0.666,1.95194322295958e-08,ENSG00000102931_gna
ENSG00000198682,0.517,1.97678402738368e-08,ENSG00000198682_gna
ENSG00000153113,0.341,1.9954108983551e-08,ENSG00000153113_gna
ENSG00000099260,0.661,2.06299295258784e-08,ENSG00000099260_gna
ENSG00000104611,0.535,2.08347021962604e-08,ENSG00000104611_gna
ENSG00000116199,0.464,2.13353329580753e-08,ENSG00000116199_gna
ENSG00000133740,-0.915,2.14000596142362e-08,ENSG00000133740_gna
ENSG00000169242,0.655,2.32145678013391e-08,ENSG00000169242_gna
ENSG00000048740,-0.892,2.42869949460426e-08,ENSG00000048740_gna
ENSG00000072274,-0.382,2.56153437456143e-08,ENSG00000072274_gna
ENSG00000099194,-0.308,2.68242243591762e-08,ENSG00000099194_gna
ENSG00000108468,-0.423,2.95542701711058e-08,ENSG00000108468_gna
ENSG00000197081,0.489,2.99486548907148e-08,ENSG00000197081_gna
ENSG00000172893,-0.434,3.07021695562704e-08,ENSG00000172893_gna
ENSG00000134287,-0.391,3.26003602180936e-08,ENSG00000134287_gna
ENSG00000213047,0.68,3.33400902126257e-08,ENSG00000213047_gna
ENSG00000130340,0.452,3.49035413391148e-08,ENSG00000130340_gna
ENSG00000148175,-0.351,3.63352029354422e-08,ENSG00000148175_gna
ENSG00000075420,0.333,3.64580154976897e-08,ENSG00000075420_gna
ENSG00000132326,0.551,3.80028374055143e-08,ENSG00000132326_gna
ENSG00000119487,0.533,3.9020956170886e-08,ENSG00000119487_gna
ENSG00000111817,0.501,4.05033693994146e-08,ENSG00000111817_gna
ENSG00000012048,0.448,4.45806368480824e-08,ENSG00000012048_gna
ENSG00000118985,0.332,4.64702423334318e-08,ENSG00000118985_gna
ENSG00000123610,1.006,4.78970228667343e-08,ENSG00000123610_gna
ENSG00000075539,0.455,5.05925117946765e-08,ENSG00000075539_gna
ENSG00000198018,0.451,5.25370945655391e-08,ENSG00000198018_gna
ENSG00000101384,0.46,5.37609368354751e-08,ENSG00000101384_gna
ENSG00000115919,0.431,6.05321424194514e-08,ENSG00000115919_gna
ENSG00000176148,-0.548,6.10669300414653e-08,ENSG00000176148_gna
ENSG00000173402,-0.349,6.43206002580452e-08,ENSG00000173402_gna
ENSG00000051108,0.683,6.5621004784927e-08,ENSG00000051108_gna
ENSG00000113194,0.341,6.95183650673893e-08,ENSG00000113194_gna
ENSG00000105849,0.502,7.34433645203029e-08,ENSG00000105849_gna
ENSG00000242265,-0.292,7.55568457772514e-08,ENSG00000242265_gna
ENSG00000135164,0.487,7.56663345082944e-08,ENSG00000135164_gna
ENSG00000152778,-0.659,8.25931157912622e-08,ENSG00000152778_gna
ENSG00000134107,0.326,8.70487902731724e-08,ENSG00000134107_gna
ENSG00000182831,0.391,8.76251236316744e-08,ENSG00000182831_gna
ENSG00000185262,0.75,9.42914645937251e-08,ENSG00000185262_gna
ENSG00000162368,0.408,9.89183392682805e-08,ENSG00000162368_gna
ENSG00000116786,0.704,9.99087511019659e-08,ENSG00000116786_gna
ENSG00000136518,0.568,1.03907920782085e-07,ENSG00000136518_gna
ENSG00000176390,0.698,1.15201921349547e-07,ENSG00000176390_gna
ENSG00000125648,-0.427,1.19772120711228e-07,ENSG00000125648_gna
ENSG00000069956,-0.39,1.22074013331936e-07,ENSG00000069956_gna
ENSG00000122870,0.527,1.24901659560062e-07,ENSG00000122870_gna
ENSG00000119541,0.598,1.25352489932359e-07,ENSG00000119541_gna
ENSG00000124831,0.45,1.2976392093126e-07,ENSG00000124831_gna
ENSG00000139645,0.327,1.30792055733485e-07,ENSG00000139645_gna
ENSG00000172845,0.471,1.36541995396182e-07,ENSG00000172845_gna
ENSG00000164442,-0.545,1.37465690282947e-07,ENSG00000164442_gna
ENSG00000257923,0.358,1.48809085555789e-07,ENSG00000257923_gna
ENSG00000124357,0.722,1.56613699102956e-07,ENSG00000124357_gna
ENSG00000151835,0.356,1.62850065762568e-07,ENSG00000151835_gna
ENSG00000029363,0.369,1.66877428215227e-07,ENSG00000029363_gna
ENSG00000116133,-0.551,1.70271349657696e-07,ENSG00000116133_gna
ENSG00000075218,0.511,1.80102283647981e-07,ENSG00000075218_gna
ENSG00000031081,0.759,1.8711435081053e-07,ENSG00000031081_gna
ENSG00000074356,0.433,1.95011814404685e-07,ENSG00000074356_gna
ENSG00000108602,0.85,1.96910568305757e-07,ENSG00000108602_gna
ENSG00000105176,0.603,2.07923870205878e-07,ENSG00000105176_gna
ENSG00000120008,0.458,2.11222493790997e-07,ENSG00000120008_gna
ENSG00000187231,0.422,2.20590955961018e-07,ENSG00000187231_gna
ENSG00000140943,0.409,2.29627286376103e-07,ENSG00000140943_gna
ENSG00000124882,0.462,2.51907980737305e-07,ENSG00000124882_gna
ENSG00000119537,0.415,2.51907980737305e-07,ENSG00000119537_gna
ENSG00000054523,0.442,2.56688397715312e-07,ENSG00000054523_gna
ENSG00000113638,0.581,2.63463585377286e-07,ENSG00000113638_gna
ENSG00000084444,-0.781,2.7942896760833e-07,ENSG00000084444_gna
ENSG00000170759,0.475,2.83613761787022e-07,ENSG00000170759_gna
ENSG00000083937,0.615,2.84158396917226e-07,ENSG00000083937_gna
ENSG00000185551,-0.522,2.85602502916597e-07,ENSG00000185551_gna
ENSG00000086200,0.502,2.85910047922532e-07,ENSG00000086200_gna
