base,ecfp0,ecfp1,ecfp2,ecfp3,ecfp4,ecfp5,ecfp6,ecfp7,ecfp8,ecfp9,ecfp10,ecfp11,ecfp12,ecfp13,ecfp14,ecfp15,ecfp16,ecfp17,ecfp18,ecfp19,ecfp20,ecfp21,ecfp22,ecfp23,ecfp24,ecfp25,ecfp26,ecfp27,ecfp28,ecfp29,ecfp30,ecfp31,ecfp32,ecfp33,ecfp34,ecfp35,ecfp36,ecfp37,ecfp38,ecfp39,ecfp40,ecfp41,ecfp42,ecfp43,ecfp44,ecfp45,ecfp46,ecfp47,ecfp48,ecfp49,ecfp50,ecfp51,ecfp52,ecfp53,ecfp54,ecfp55,ecfp56,ecfp57,ecfp58,ecfp59,ecfp60,ecfp61,ecfp62,ecfp63
Amine,140,192,0,0,0,4,16,0,2,16,132,32,32,0,148,16,0,168,216,128,0,0,1,65,0,68,0,128,32,65,0,0,8,0,0,1,1,128,8,8,128,0,0,1,0,0,8,0,96,2,0,2,1,0,0,136,2,193,2,64,80,32,1,25
